is_static,is_enum,uses_variables,call_method,is_interface,is_local_class,call_external_method,full_name,is_code_smell
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$6,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$5,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$5,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.WebViewFragment$MyWebViewClient,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.HeatmapAdapter$ScanSizeTask,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.SearchResultsFragment$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.SearchResultsFragment$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.SearchResultsFragment$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.SearchResultsFragment$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$BluetoothDeviceAdapter,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.NetworkIOTask$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.SettingsActivity$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.SettingsActivity$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.SettingsActivity$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.SettingsActivity$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$PeekAtGrandKidsTask,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.Cache$NetworkThread,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$SelectionModeCallback,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenNetworkPath$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenNetworkPath$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$15,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$14,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$13,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$12,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.EventHandler$11,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.SearchableActivity$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.DialogHandler$6$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.views.SeekBarActionView$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.views.SeekBarActionView$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenFileRoot$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenFileRoot$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenFileRoot$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.views.OpenImageView$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.SearchResultsFragment$SearchTask,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.OpenFragment$OpenContextMenuInfo,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.BluetoothActivity$ClientSocketThread,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$11,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$10,true
False,False,False,False,False,False,False,org.brandroid.openmanager.views.OpenImageView$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$6,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$5,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.ThumbnailCreator$6,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$8,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$7,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$9,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenCursor$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.data.OpenCursor$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$10,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$11,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$12,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenBookmarks$BookmarkAdapter,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.ArrayPagerAdapter$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$9,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$8,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$7,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$6,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$5,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.ContentFragment$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.PickerFragment$PickerPagerAdapter,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.OpenClipboard$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$4,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$6,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$5,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$8,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$7,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$9,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.fragments.TextEditorFragment$FileLoadTask,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.ShellSession$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.ShellSession$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.util.ShellSession$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.PagerTabsAdapter$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.PagerTabsAdapter$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$28,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$29,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$24,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$25,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$26,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$27,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$31,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$30,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.IconContextMenu$1,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.IconContextMenu$2,true
False,False,False,False,False,False,False,org.brandroid.openmanager.adapters.IconContextMenu$3,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$17,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$18,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$19,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$13,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$14,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$15,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$16,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$20,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$21,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$22,true
False,False,False,False,False,False,False,org.brandroid.openmanager.activities.OpenExplorer$23,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$4,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$3,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$6,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$5,true
False,False,False,False,False,False,False,org.adblockplus.android.updater.UpdaterActivity$1,true
False,False,False,False,False,False,False,org.adblockplus.android.updater.UpdaterActivity$3,true
False,False,False,False,False,False,False,org.adblockplus.android.updater.UpdaterActivity$2,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$2,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$1,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$5,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$6,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$3,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$4,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$1,true
False,False,False,False,False,False,False,org.adblockplus.android.Preferences$2,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$Result,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$MatchesCallable,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$LocalBinder,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$ProxyServer,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$3,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$2,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$5,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$4,true
False,False,False,False,False,False,False,org.adblockplus.android.ProxyService$1,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$JSThread,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$Task,true
False,False,False,False,False,False,False,org.adblockplus.android.AdblockPlus$DownloadTask,true
False,False,False,False,False,False,False,org.adblockplus.android.updater.AlarmReceiver$1,true
False,False,False,False,False,False,False,org.adblockplus.android.updater.UpdaterService$DownloadTask,true
False,False,False,False,False,False,False,org.adblockplus.android.AdvancedPreferences$3,true
False,False,False,False,False,False,False,org.adblockplus.android.AdvancedPreferences$4,true
False,False,False,False,False,False,False,org.adblockplus.android.AdvancedPreferences$1,true
False,False,False,False,False,False,False,org.adblockplus.android.AdvancedPreferences$2,true
False,False,False,False,False,False,False,org.adblockplus.android.AdvancedPreferences$5,true
False,False,False,False,False,False,False,org.adblockplus.android.RefreshableListPreference$1,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$8,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$7,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$9,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$2,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$1,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$4,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$3,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$6,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$5,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$LocalBinder,true
False,False,False,False,False,False,False,aarddict.android.DictionariesActivity$DictListAdapter,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$WordAdapter,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$7,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$6,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$1,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$3,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$2,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$5,true
False,False,False,False,False,False,False,aarddict.android.LookupActivity$4,true
False,False,False,False,False,False,False,aarddict.android.BaseDictionaryActivity$3,true
False,False,False,False,False,False,False,aarddict.android.BaseDictionaryActivity$2,true
False,False,False,False,False,False,False,aarddict.android.BaseDictionaryActivity$1,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$1,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$4,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$3,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$2,true
False,False,False,False,False,False,False,aarddict.android.DictionaryService$DeleteObserver,true
False,False,False,False,False,False,False,aarddict.android.DictionariesActivity$3,true
False,False,False,False,False,False,False,aarddict.android.DictionariesActivity$2,true
False,False,False,False,False,False,False,aarddict.android.DictionariesActivity$1,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$10,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$11,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$12,true
False,False,False,False,False,False,False,aarddict.android.ArticleViewActivity$13,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfHaste$Haste,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.Ring$RingBuff,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.Weightstone$WndBalance,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndItem$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Toolbar$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Toolbar$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Toolbar$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfDetection$Detection,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Toolbar$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$BadgesTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.WandmakerSprite$Shield,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Spinner$Fleeing,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Mob$Fleeing,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfMending$Rejuvenation,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndImp$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.armor.HuntressArmor$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTabbed$LabeledTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTabbed$Tab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Window$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.MobSprite$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.MobSprite$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.ArmorKit$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndResurrect$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndResurrect$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSadGhost$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSadGhost$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.wands.Wand$Charger,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.GameScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Mob$Hunting,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndHero$StatsTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfSatiety$Satiety,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$7,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$6,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.TitleScene$5,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$5,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.TitleScene$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.TitleScene$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.TitleScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndGame$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.TitleScene$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.ScorpioSprite$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.AboutScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndHero$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndHero$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.StartScene$ClassShield,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$ItemButton,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.Toast$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.weapon.melee.ShortSword$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.effects.Pushing$Effect,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.BuffIndicator$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndHero$BuffsTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBag$ItemButton,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.levels.Level$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.TenguSprite$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.hero.Belongings$ItemIterator,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.QuickSlot$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.Ring$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Mob$Sleeping,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.LootIndicator$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.InterlevelScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.InterlevelScene$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.DungeonTilemap$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.LightMap$FogTexture,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.StartScene$ChallengeButton,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$StatsTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.StatusPane$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfThorns$Thorns,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfElements$Resistance,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.SurfaceScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.SurfaceScene$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.wands.Wand$1$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.BurningFistSprite$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndStory$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.npcs.Blacksmith$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Thief$Fleeing,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.ScrollPane$TouchController,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.SimpleButton$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Mob$Wandering,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$LabelledItemButton,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.AmuletScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.AmuletScene$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.wands.WandOfMagicMissile$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfHaggler$Haggling,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndClass$RankingTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.Weightstone$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.armor.WarriorArmor$1$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfShadows$Shadows,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBag$BagTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Goo$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.Item$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.potions.Potion$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.potions.Potion$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.Mob$Passive,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$RankingTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.mobs.npcs.Bee$Wandering,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.effects.Fireball$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$6,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndTradeItem$5,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.BadgesScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfAccuracy$Accuracy,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBlacksmith$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBlacksmith$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBlacksmith$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBlacksmith$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndOptions$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.actors.hero.Belongings$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfEvasion$Evasion,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndClass$PerksTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.sprites.WarlockSprite$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.StartScene$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.StartScene$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.StartScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.FogOfWar$FogTexture,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.weapon.missiles.MissileWeapon$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndRanking$ItemsTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfHerbalism$Herbalism,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.ui.BadgesList$ListItem,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndClass$MasteryTab,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.scenes.IntroScene$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.quest.Pickaxe$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.scrolls.InventoryScroll$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.bags.Bag$ItemIterator,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndWandmaker$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$7,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$10,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$8,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$9,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndWandmaker$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$4,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$5,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$6,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndSettings$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndBlacksmith$ItemButton$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.items.rings.RingOfPower$Power,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndCatalogus$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndCatalogus$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndCatalogus$2,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndChooseWay$1,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndChooseWay$3,true
False,False,False,False,False,False,False,com.watabou.pixeldungeon.windows.WndChooseWay$2,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.ui.ConnectionFragment$QueryWhois,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.BootUpReceiver$1,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.OSMonitor$OSMonitorPagerAdapter,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.ui.MiscProcessorFragment$processorConfig,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.ipc.IpcService$ipcTask,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.ui.ProcessFragment$SortbyName,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.util.ProcessUtil$CacheItem,true
False,False,False,False,False,False,False,com.eolwral.osmonitor.ui.ProcessFragment$ViewHolder,true
