is_static,is_enum,uses_variables,call_method,is_interface,is_local_class,full_name
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.MetaDataFragment$$ViewInjector$1
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.MetaDataFragment$$ViewInjector$2
false,false,false,false,false,false,org.ligi.passandroid.ui.PassEditActivity$CreateFragmentPager
false,false,false,false,false,false,org.ligi.passandroid.ui.PassListActivity$$ViewInjector$4
false,false,false,false,false,false,org.ligi.passandroid.ui.PassListActivity$$ViewInjector$2
false,false,false,false,false,false,org.ligi.passandroid.ui.PassListActivity$$ViewInjector$3
false,false,false,false,false,false,org.ligi.passandroid.ui.PassListActivity$$ViewInjector$1
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.ImageEditFragment$$ViewInjector$3
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.ImageEditFragment$$ViewInjector$4
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.ImageEditFragment$$ViewInjector$1
false,false,false,false,false,false,org.ligi.passandroid.ui.edit_fragments.ImageEditFragment$$ViewInjector$2
false,false,false,false,false,false,org.ligi.passandroid.ui.PassMenuOptions$1
false,false,false,false,false,false,org.ligi.passandroid.ui.PassMenuOptions$2
false,false,false,false,false,false,org.adaway.ui.HostsSourcesFragment$3
false,false,false,false,false,false,org.adaway.ui.HostsSourcesFragment$2
false,false,false,false,false,false,org.adaway.ui.HostsSourcesFragment$1
false,false,false,false,false,false,org.adaway.ui.HostsSourcesFragment$5
false,false,false,false,false,false,org.adaway.ui.HostsSourcesFragment$4
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$5
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$6
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$3
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$4
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$1
false,false,false,false,false,false,org.adaway.ui.RedirectionListFragment$2
false,false,false,false,false,false,org.adaway.ui.WhitelistFragment$5
false,false,false,false,false,false,org.adaway.ui.WhitelistFragment$4
false,false,false,false,false,false,org.adaway.ui.WhitelistFragment$1
false,false,false,false,false,false,org.adaway.ui.WhitelistFragment$3
false,false,false,false,false,false,org.adaway.ui.WhitelistFragment$2
false,false,false,false,false,false,org.adaway.ui.dialog.ActivityNotFoundDialogFragment$1
false,false,false,false,false,false,org.adaway.ui.dialog.ActivityNotFoundDialogFragment$2
false,false,false,false,false,false,org.adaway.ui.BlacklistFragment$1
false,false,false,false,false,false,org.adaway.ui.BlacklistFragment$2
false,false,false,false,false,false,org.adaway.ui.BlacklistFragment$3
false,false,false,false,false,false,org.adaway.ui.BlacklistFragment$4
false,false,false,false,false,false,org.adaway.ui.BlacklistFragment$5
false,false,false,false,false,false,org.adaway.ui.PrefsActivity$1
false,false,false,false,false,false,org.adaway.ui.PrefsActivity$3
false,false,false,false,false,false,org.adaway.ui.PrefsActivity$2
false,false,false,false,false,false,org.adaway.ui.BaseActivity$1
false,false,false,false,false,false,jackpal.androidterm.TermViewFlipper$1
false,false,false,false,false,false,jackpal.androidterm.TermService$RBinder
false,false,false,false,false,false,jackpal.androidterm.Term$EmulatorViewGestureListener
false,false,false,false,false,false,jackpal.androidterm.WindowListAdapter$1
false,false,false,false,false,false,jackpal.androidterm.ShellTermSession$2
false,false,false,false,false,false,jackpal.androidterm.ShellTermSession$1
false,false,false,false,false,false,jackpal.androidterm.util.SessionList$1
false,false,false,false,false,false,jackpal.androidterm.RemoteInterface$1
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$2
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$3
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$1
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$6
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$7
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$4
false,false,false,false,false,false,jackpal.androidterm.shortcuts.FSNavigator$5
false,false,false,false,false,false,jackpal.androidterm.Term$3
false,false,false,false,false,false,jackpal.androidterm.Term$4
false,false,false,false,false,false,jackpal.androidterm.TermService$RBinderCleanupCallback
false,false,false,false,false,false,jackpal.androidterm.Term$5
false,false,false,false,false,false,jackpal.androidterm.Term$6
false,false,false,false,false,false,jackpal.androidterm.Term$7
false,false,false,false,false,false,jackpal.androidterm.TermService$TSBinder
false,false,false,false,false,false,jackpal.androidterm.emulatorview.TermKeyListener$ModifierKey
false,false,false,false,false,false,jackpal.androidterm.emulatorview.EmulatorView$4
false,false,false,false,false,false,jackpal.androidterm.emulatorview.EmulatorView$3
false,false,false,false,false,false,jackpal.androidterm.Term$1
false,false,false,false,false,false,jackpal.androidterm.Term$2
false,false,false,false,false,false,jackpal.androidterm.GenericTermSession$1
false,false,false,false,false,false,jackpal.androidterm.emulatorview.EmulatorView$2
false,false,false,false,false,false,jackpal.androidterm.emulatorview.EmulatorView$1
false,false,false,false,false,false,jackpal.androidterm.emulatorview.EmulatorView$MouseTrackingFlingRunner
false,false,false,false,false,false,jackpal.androidterm.compat.ActionBarApi11OrLater$1
false,false,false,false,false,false,jackpal.androidterm.emulatorview.TermSession$3
false,false,false,false,false,false,jackpal.androidterm.emulatorview.TermSession$1
false,false,false,false,false,false,jackpal.androidterm.TermViewFlipper$ViewFlipperIterator
false,false,false,false,false,false,jackpal.androidterm.emulatorview.TermSession$2
false,false,false,false,false,false,jackpal.androidterm.WindowList$1
false,false,false,false,false,false,jackpal.androidterm.shortcuts.ColorValue$1
false,false,false,false,false,false,jackpal.androidterm.shortcuts.ColorValue$2
false,false,false,false,false,false,jackpal.androidterm.shortcuts.AddShortcut$5
false,false,false,false,false,false,jackpal.androidterm.Term$WindowListActionBarAdapter
false,false,false,false,false,false,jackpal.androidterm.shortcuts.AddShortcut$3
false,false,false,false,false,false,jackpal.androidterm.shortcuts.AddShortcut$4
false,false,false,false,false,false,jackpal.androidterm.shortcuts.AddShortcut$1
false,false,false,false,false,false,jackpal.androidterm.shortcuts.AddShortcut$2
false,false,false,false,false,false,org.wordpress.android.ui.comments.EditCommentActivity$UpdateCommentTask
false,false,false,false,false,false,org.wordpress.android.ui.OnTopMessage$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$9
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$8
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTagsAndCategoriesFragment$CustomCursorAdapter
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$7
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$6
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$5
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$4
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCursorTreeFragment$MyObserver
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.ViewPostFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.notifications.NotificationsActivity$NoteClickListener
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$ReaderMenuItem
false,false,false,false,false,false,org.wordpress.android.util.WPImageGetter$1
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$sendNotificationSettingsTask
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$2
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$3
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$1
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$8
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$9
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$6
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$7
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$4
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$5
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCommentsFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.widgets.photoview.PhotoViewAttacher$1
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$FetchThemesTask
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaAddFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCursorFragment$MyObserver
false,false,false,false,false,false,org.wordpress.android.ui.notifications.FollowRow$LongClickListener
false,false,false,false,false,false,org.wordpress.android.ui.stats.WPComLoginActivity$SignInTask
false,false,false,false,false,false,org.wordpress.android.ui.posts.PostsActivity$refreshCommentsTask
false,false,false,false,false,false,org.wordpress.android.ui.posts.adapters.PostsListAdapter$LoadPostsTask
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGallerySettingsFragment$CustomGridAdapter
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.accounts.ManageBlogsActivity$BlogsAdapter
false,false,false,false,false,false,org.wordpress.android.util.MediaUtils$RequestCode
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsSearchEngineTermsFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$LoadPostTask
false,false,false,false,false,false,org.wordpress.android.ui.prefs.BlogPreferencesActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.prefs.BlogPreferencesActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.prefs.BlogPreferencesActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.prefs.BlogPreferencesActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.prefs.BlogPreferencesActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaItemFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaItemFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.notifications.FollowRow$1
false,false,false,false,false,false,org.wordpress.android.ui.notifications.FollowRow$ClickListener
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$10
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGallerySettingsFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$11
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$12
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$13
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$14
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentDetailFragment$15
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$8
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$6
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$7
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$QuickVideoMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$6
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderTagActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCommentsFragment$CustomCursorAdapter
false,false,false,false,false,false,org.wordpress.android.ui.stats.service.StatsService$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$LoadCommentsTask
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentActions$7$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderReblogAdapter$SimpleAccountList
false,false,false,false,false,false,org.wordpress.android.ui.PullToRefreshHelper$2
false,false,false,false,false,false,org.wordpress.android.ui.PullToRefreshHelper$1
false,false,false,false,false,false,org.wordpress.android.ui.notifications.NotificationsListFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$StatsMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTopAuthorsFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTopPostsAndPagesFragment$CustomCursorAdapter
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderUserListActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderUserListActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$6
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$7
false,false,false,false,false,false,org.wordpress.android.ui.reader.actions.ReaderPostActions$7$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$4
false,false,false,false,false,false,org.wordpress.android.ui.stats.service.AbsStatsTask$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$5
false,false,false,false,false,false,org.wordpress.android.ui.stats.service.AbsStatsTask$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$8
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostListFragment$9
false,false,false,false,false,false,org.wordpress.android.ui.posts.PostsActivity$deletePostTask
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostContentFragment$processAttachmentsTask
false,false,false,false,false,false,org.wordpress.android.widgets.WPNetworkImageView$1
false,false,false,false,false,false,org.wordpress.android.ui.accounts.CreateUserAndBlog$ResponseHandler
false,false,false,false,false,false,org.wordpress.android.widgets.WPNetworkImageView$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.AddCategoryActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.AddCategoryActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$2
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$ViewSiteMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$CommentsMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$ActionModeCallback
false,false,false,false,false,false,org.wordpress.android.widgets.photoview.VersionedGestureDetector$FroyoDetector$1
false,false,false,false,false,false,org.wordpress.android.widgets.photoview.PhotoViewAttacher$AnimatedZoomRunnable
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$13
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$12
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$11
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$10
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$16
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$15
false,false,false,false,false,false,org.wordpress.android.ui.notifications.NotificationsListFragment$ListScrollListener
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPostDetailFragment$14
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsSearchEngineTermsFragment$CustomCursorAdapter
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$LoadPostsTask
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$PagesMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTopPostsAndPagesFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsVideoFragment$CustomCursorAdapter
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeDetailsFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeTabFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeTabFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeDetailsFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeDetailsFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeTabFragment$1
false,false,false,false,false,false,org.wordpress.android.WordPress$PushNotificationsBackendMonitor
false,false,false,false,false,false,org.wordpress.android.ui.themes.ThemeBrowserActivity$ThemePagerAdapter
false,false,false,false,false,false,org.wordpress.android.models.CategoryNode$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.notifications.NotificationsActivity$NoteProvider
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentActions$2$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderReblogActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.actions.ReaderPostActions$12$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.actions.ReaderPostActions$12$1
false,false,false,false,false,false,org.wordpress.android.ui.ShareIntentReceiverActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentActions$6$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$8
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$9
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$6
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$7
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$4
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$5
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsClicksFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTotalsFollowersAndSharesFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsTotalsFollowersAndSharesFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaAddFragment$DownloadMediaTask
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGalleryActivity$1
false,false,false,false,false,false,org.wordpress.android.util.PostUploadService$UploadPostTask
false,false,false,false,false,false,org.wordpress.android.ui.comments.EditCommentActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.EditCommentActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.comments.EditCommentActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$QuickPhotoMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$2
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$5
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$6
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$3
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$4
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$NotificationsMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentAdapter$CommentHolder
false,false,false,false,false,false,org.wordpress.android.util.DrawableManager$2
false,false,false,false,false,false,org.wordpress.android.util.DrawableManager$1
false,false,false,false,false,false,org.wordpress.android.ui.notifications.FollowListener$FollowResponseHandler
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderActionBarTagAdapter$LoadTagsTask
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$PostsMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCommentsFragment$CommentsSummaryFragment$1
false,false,false,false,false,false,org.wordpress.android.GCMIntentService$1
false,false,false,false,false,false,org.wordpress.android.ui.AddQuickPressShortcutActivity$HomeListAdapter
false,false,false,false,false,false,org.wordpress.android.ui.accounts.NewAccountAbstractPageFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.HorizontalTabView$Tab
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$5
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$4
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostActivity$SectionsPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGridFragment$6
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditLinkActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditLinkActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditLinkActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$6
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$10
false,false,false,false,false,false,org.wordpress.android.ui.posts.SelectCategoriesActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.ViewSiteActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$MediaMenuItem
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$LoadTagsTask
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsReferrersFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.AuthenticatedWebViewActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentActions$1$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsActivity$VerifyJetpackSettingsCallback
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaGalleryEditFragment$OrderedCursor
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$7
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$8
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaBrowserActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaBrowserActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaBrowserActivity$5
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaBrowserActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.media.MediaBrowserActivity$2
false,false,false,false,false,false,org.wordpress.android.util.MediaDeleteService$2
false,false,false,false,false,false,org.wordpress.android.util.MediaDeleteService$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$3
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$6
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$7
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$4
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$5
false,false,false,false,false,false,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$8
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$9
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCursorTreeFragment$1
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsCursorTreeFragment$2
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentAdapter$LoadCommentsTask
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostSettingsFragment$GetAddressTask
false,false,false,false,false,false,org.wordpress.android.util.MediaUploadService$1
false,false,false,false,false,false,org.wordpress.android.util.MediaUploadService$3
false,false,false,false,false,false,org.wordpress.android.util.MediaUploadService$2
false,false,false,false,false,false,org.wordpress.android.ui.posts.EditPostContentFragment$DownloadMediaTask
false,false,false,false,false,false,org.wordpress.android.ui.WPActionBarActivity$ThemesMenuItem
false,false,false,false,false,false,org.wordpress.android.util.LocationHelper$GetLastLocation
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$2
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$3
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$4
false,false,false,false,false,false,org.wordpress.android.ui.prefs.PreferencesActivity$6
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentActions$5$1
false,false,false,false,false,false,org.wordpress.android.ui.comments.CommentsListFragment$UpdateCommentsTask
false,false,false,false,false,false,org.wordpress.android.ui.reader.ReaderPhotoViewerActivity$1
false,false,false,false,false,false,org.wordpress.android.ui.reader.actions.ReaderTagActions$5$1
false,false,false,false,false,false,org.wordpress.android.ui.posts.PostsActivity$RefreshBlogContentCallback
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsGeoviewsFragment$CustomPagerAdapter
false,false,false,false,false,false,org.wordpress.android.ui.stats.StatsVisitorsAndViewsFragment$1
