is_static,is_enum,uses_variables,call_method,is_interface,is_local_class,call_external_method,full_name
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.HexDialogFragment$android.content.DialogInterface$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.HexDialogFragment$android.content.DialogInterface$OnShowListener3
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.HexDialogFragment$android.view.View$OnClickListener4
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.HexDialogFragment$android.view.View$OnClickListener5
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.HexDialogFragment$android.view.View$OnClickListener6
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.SearchFragment$java.lang.Runnable1
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.SearchFragment$java.lang.Runnable2
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.SearchFragment$android.support.v7.widget.PopupMenu$OnMenuItemClickListenerSearchAdapter
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.SearchFragment$android.view.View$OnClickListenerSearchAdapter
false,false,false,false,false,false,true,com.github.axet.filemanager.fragments.SearchFragment$SearchAdapter
false,false,false,false,false,false,true,com.github.axet.filemanager.services.StorageProvider$java.io.FileFilter1
false,false,false,false,false,false,true,com.github.axet.filemanager.services.StorageProvider$com.github.axet.filemanager.services.InputStreamWriter2
false,false,false,false,false,false,true,com.github.axet.filemanager.services.StorageProvider$com.github.axet.filemanager.services.InputStreamWriter3
true,false,false,false,false,false,false,com.github.axet.filemanager.widgets.GifView$FileGif89a
true,false,false,false,false,false,false,com.github.axet.filemanager.widgets.GifView$FileGif87a
true,false,false,false,false,false,true,com.github.axet.filemanager.widgets.GifView$FileGif
true,false,false,false,false,false,true,com.github.axet.filemanager.widgets.HexViewStream$Holder
false,false,false,false,false,false,true,com.github.axet.filemanager.widgets.HexViewStream$Adapter
true,false,false,false,false,false,true,com.github.axet.filemanager.widgets.TextViewStream$Holder
false,false,false,false,false,false,true,com.github.axet.filemanager.widgets.TextViewStream$Adapter
false,false,false,false,true,false,false,com.github.axet.filemanager.widgets.PathView$Listener
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.activities.MainActivity$java.lang.Runnable1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.activities.MainActivity$TimeSetReceiver
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.activities.MainActivity$SettingsTabView
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.activities.MainActivity$SectionsPagerAdapter
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.alarms.Reminder$Key
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.alarms.WeekTime$CustomComparator
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.HourlyApplication$ItemsStorage
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable1
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$Playlist
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable4
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$com.github.axet.androidlibrary.sound.AudioTrack$OnPlaybackPositionUpdateListener10
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable11
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable12
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$com.github.axet.androidlibrary.sound.FadeVolume13
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable16
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable17
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable17
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable18
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable19
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable20
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable21
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable22
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.Sound$java.lang.Runnable23
false,true,false,false,false,false,false,com.github.axet.hourlyreminder.app.SoundConfig$Silenced
true,false,false,false,false,false,false,com.github.axet.hourlyreminder.app.SoundConfig$SoundChannel
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.TTS$android.speech.tts.TextToSpeech$OnInitListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.TTS$java.lang.Runnable3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.TTS$android.speech.tts.TextToSpeech$OnUtteranceCompletedListener4
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.TTS$android.speech.tts.UtteranceProgressListener5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.TTS$java.lang.Runnable6
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.WakeScreen$java.lang.RunnableForceRemove
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.app.WakeScreen$ForceRemove
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.HoursDialogFragment$Result
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.HoursDialogFragment$android.content.DialogInterface$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.HoursDialogFragment$android.content.DialogInterface$OnClickListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.HoursDialogFragment$android.content.DialogInterface$OnShowListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.RepeatDialogFragment$Result
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.RepeatDialogFragment$android.content.DialogInterface$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.dialogs.RepeatDialogFragment$android.content.DialogInterface$OnClickListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$java.lang.Runnable1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$android.app.TimePickerDialog$OnTimeSetListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$android.view.View$OnClickListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$com.github.axet.androidlibrary.widgets.RingtoneChoicer2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$java.lang.Runnable3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$android.app.TimePickerDialog$OnTimeSetListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.AlarmsFragment$android.view.View$OnClickListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.RemindersFragment$android.view.View$OnClickListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.RemindersFragment$com.github.axet.androidlibrary.widgets.RingtoneChoicer2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.RemindersFragment$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.RemindersFragment$android.view.View$OnClickListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.RemindersFragment$android.view.View$OnClickListener4
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$android.content.BroadcastReceiver1
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$android.support.v7.preference.Preference$OnPreferenceChangeListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$android.support.v7.preference.Preference$OnPreferenceChangeListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$android.support.v7.preference.Preference$OnPreferenceChangeListener4
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$java.lang.Runnable5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.SettingsFragment$android.view.View$OnClickListener6
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener4
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener6
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener7
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.content.DialogInterface$OnClickListener8
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener8
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$com.github.axet.androidlibrary.widgets.OpenChoicer9
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener9
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.fragments.WeekSetFragment$android.view.View$OnClickListener11
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.services.AlarmService$com.github.axet.androidlibrary.widgets.OptimizationPreferenceCompat$ServiceReceiver1
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.services.AlarmService$java.lang.Runnable2
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.services.FireAlarmService$FireAlarmReceiver
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.services.FireAlarmService$FireAlarm
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.services.FireAlarmService$java.lang.Runnable1
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$BeepConfig
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$android.text.TextWatcherBeepPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$android.text.TextWatcherBeepPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$android.widget.SeekBar$OnSeekBarChangeListenerBeepPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$android.content.DialogInterface$OnShowListenerBeepPrefDialogFragment
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepPreference$BeepPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepView$CoordsView
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.BeepView$GraphView
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.FlashPreference$Flash
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.FlashPreference$android.content.DialogInterface$OnClickListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.FlashPreference$android.content.DialogInterface$OnShowListener5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.FlashPreference$android.view.View$OnClickListener7
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.RoundCheckbox$android.util.Property1
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$TTSConfig
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.text.TextWatcherTTSPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.text.TextWatcherTTSPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.text.TextWatcherTTSPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.text.TextWatcherTTSPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.view.View$OnClickListenerTTSPrefDialogFragment
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$android.content.DialogInterface$OnShowListenerTTSPrefDialogFragment
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.TTSPreference$TTSPrefDialogFragment
true,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.VibratePreference$Config
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.VibratePreference$android.content.DialogInterface$OnClickListener3
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.VibratePreference$android.content.DialogInterface$OnShowListener5
false,false,false,false,false,false,true,com.github.axet.hourlyreminder.widgets.VibratePreference$android.view.View$OnClickListener7
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$android.content.DialogInterface$OnClickListener1
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$android.content.DialogInterface$OnClickListener3
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$android.content.DialogInterface$OnClickListener2
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$android.content.DialogInterface$OnClickListener5
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$android.content.DialogInterface$OnClickListener4
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$MirageTextFocusChangeCallback
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$MirageTextWatcher
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$SearchListItemClickedCallback
false,false,false,false,false,false,true,com.haha01haha01.harail.MainActivity$DownloadCompleteCallback
true,false,false,false,false,false,false,com.haha01haha01.harail.routeListFragment$com.haha01haha01.harail.routeListFragment$Callbacks1
false,false,false,false,true,false,false,com.haha01haha01.harail.routeListFragment$Callbacks
false,false,false,false,false,false,true,com.holokenmod.MainActivity$java.lang.Runnable1
false,false,false,false,false,false,true,com.holokenmod.MainActivity$java.lang.Runnable2
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.view.View.OnClickListener3
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.view.View.OnClickListener4
false,false,false,false,false,false,true,com.holokenmod.MainActivity$com.holokenmod.GridView$OnSolvedListener7
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.view.View.OnClickListener8
false,false,false,false,false,false,true,com.holokenmod.MainActivity$java.lang.Thread9
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.content.DialogInterface$OnClickListener11
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.content.DialogInterface$OnClickListener10
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.content.DialogInterface$OnClickListener14
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.content.DialogInterface$OnClickListener15
false,false,false,false,false,false,true,com.holokenmod.MainActivity$android.content.DialogInterface$OnClickListener17
false,false,false,false,false,false,true,com.holokenmod.SaveGameListActivity$android.view.View.OnClickListener1
false,false,false,false,false,false,true,com.holokenmod.SaveGameListActivity$android.content.DialogInterface$OnClickListener4
false,false,false,false,false,false,true,com.holokenmod.SaveGameListActivity$android.content.DialogInterface$OnClickListener6
false,false,false,false,false,false,true,com.holokenmod.SaveGameListAdapter$SortSavedGames
false,false,false,false,false,false,true,com.holokenmod.SettingsActivity$android.preference.Preference.OnPreferenceClickListener1
false,false,false,false,false,false,true,com.holokenmod.SettingsActivity$android.preference.Preference.OnPreferenceClickListener2
false,false,false,false,false,false,true,com.holokenmod.StatsActivity$android.view.View.OnClickListener1
false,true,false,false,false,false,false,com.srlee.DLX.DLX$SolveType
false,false,false,false,false,false,true,com.mridang.colorpicker.ColorPreference$android.widget.AdapterView$OnItemClickListenerColorDialogFragment
false,false,false,false,false,false,true,com.mridang.colorpicker.ColorPreference$ColorDialogFragment$ColorGridAdapter
true,false,false,false,false,false,true,com.mridang.colorpicker.ColorPreference$ColorDialogFragment
false,false,false,false,false,false,true,com.mridang.speedo.TrafficService$android.content.BroadcastReceiver1
true,false,false,false,false,false,true,com.mridang.speedo.TrafficService$NotificationHandler
false,false,false,false,false,false,true,com.nkanaev.comics.activity.MainActivity$android.support.design.widget.NavigationView.OnNavigationItemSelectedListener1
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.BrowserFragment$DirectoryAdapter
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.HeaderFragment$HalftonerTask
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryBrowserFragment$GridSpacingItemDecoration
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryBrowserFragment$ComicGridAdapter
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryBrowserFragment$HeaderViewHolder
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryBrowserFragment$ComicViewHolder
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryFragment$java.lang.Runnable1
true,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryFragment$UpdateHandler
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.LibraryFragment$GroupBrowserAdapter
false,true,false,false,false,false,false,com.nkanaev.comics.fragment.ReaderFragment$Mode
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$com.nkanaev.comics.fragment.SeekBar$OnSeekBarChangeListener1
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$android.support.v4.view.ViewPager$SimpleOnPageChangeListener2
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$ComicPagerAdapter
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$MyTarget
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$MyTouchListener
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$java.lang.Runnable4
false,false,false,false,false,false,true,com.nkanaev.comics.fragment.ReaderFragment$android.content.DialogInterface$OnClickListener6
false,false,false,false,false,false,true,com.nkanaev.comics.managers.DirectoryListingManager$java.util.Comparator1
true,false,false,false,false,false,true,com.nkanaev.comics.managers.Scanner$RestartHandler
false,false,false,false,false,false,true,com.nkanaev.comics.managers.Scanner$LibraryUpdateRunnable
true,false,false,false,false,false,false,com.nkanaev.comics.model.Storage$Book
false,false,false,false,false,false,true,com.nkanaev.comics.model.Storage$ComicDbHelper
false,false,false,false,false,false,true,com.nkanaev.comics.parsers.DirectoryParser$com.nkanaev.comics.managers.NaturalOrderComparator1
false,false,false,false,false,false,true,com.nkanaev.comics.parsers.SevenZParser$com.nkanaev.comics.managers.NaturalOrderComparator1
false,false,false,false,false,false,true,com.nkanaev.comics.parsers.TarParser$com.nkanaev.comics.managers.NaturalOrderComparator1
false,false,false,false,false,false,true,com.nkanaev.comics.parsers.ZipParser$com.nkanaev.comics.managers.NaturalOrderComparator1
false,false,false,false,false,false,true,com.nkanaev.comics.view.DirectorySelectDialog$java.io.FileFilter1
false,false,false,false,false,false,true,com.nkanaev.comics.view.DirectorySelectDialog$DirectoryListAdapter
false,false,false,false,false,false,true,com.nkanaev.comics.view.PageImageView$com.nkanaev.comics.view.OnTouchListener1
false,false,false,false,false,false,true,com.nkanaev.comics.view.PageImageView$PrivateScaleDetector
false,false,false,false,false,false,true,com.nkanaev.comics.view.PageImageView$PrivateDragListener
false,false,false,false,false,false,true,com.nkanaev.comics.view.PageImageView$ZoomAnimation
false,true,false,false,false,false,false,com.nkanaev.comics.Constants$PageViewMode
false,false,false,false,true,false,false,com.nkanaev.comics.view.ComicViewPager$OnSwipeOutListener
false,false,false,false,true,false,false,com.nkanaev.comics.view.DirectorySelectDialog$OnDirectorySelectListener
false,false,false,false,false,false,true,com.theworld.help.cbtandroid.CustomAdapter$android.view.View$OnClickListenerViewHolder
true,false,false,false,false,false,true,com.theworld.help.cbtandroid.CustomAdapter$ViewHolder
false,false,false,false,false,false,true,com.theworld.help.cbtandroid.MainActivity$android.view.View$OnClickListener1
false,false,false,false,false,false,true,com.theworld.help.cbtandroid.MainActivity$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.drawable.AnimatingDrawable$android.animation.ValueAnimator$AnimatorUpdateListener1
true,false,false,false,false,false,true,com.xlythe.calculator.material.drawable.AnimatingDrawable$Builder
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculator$com.xlythe.calculator.material.CalculatorExpressionEvaluator$EvaluateCallback2
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculator$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculator$android.view.View$OnLongClickListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculator$com.xlythe.calculator.material.floating.FloatingHistoryAdapter$HistoryItemCallback4
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculator$android.support.v4.view.ViewPager$OnPageChangeListener5
false,true,false,false,false,false,false,com.xlythe.calculator.material.floating.FloatingCalculator$State
false,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingCalculatorPageAdapter$com.xlythe.math.History$Observer1
true,false,false,false,false,false,true,com.xlythe.calculator.material.floating.FloatingHistoryAdapter$ViewHolder
false,false,false,false,false,false,true,com.xlythe.calculator.material.util.AnimationUtil$android.animation.Animator$AnimatorListener1
false,false,false,false,false,false,true,com.xlythe.calculator.material.util.AnimationUtil$android.view.animation.Animation$AnimationListener2
false,true,false,false,false,false,false,com.xlythe.calculator.material.view.BackspaceImageButton$State
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorEditText$java.util.Comparator1
true,false,false,false,false,false,false,com.xlythe.calculator.material.view.CalculatorEditText$SpanComponent
true,false,false,false,false,false,false,com.xlythe.calculator.material.view.CalculatorEditText$MathSpannable
true,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorEditText$MathMovementMethod
true,false,false,false,false,false,false,com.xlythe.calculator.material.view.CalculatorEditable$Factory
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorPadView$android.view.ViewTreeObserver$OnGlobalLayoutListener1
false,true,false,false,false,false,false,com.xlythe.calculator.material.view.CalculatorPadView$TranslateState
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorPadView$android.animation.ValueAnimator$AnimatorUpdateListenerDisplayAnimator
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorPadView$DisplayAnimator
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.CalculatorPadViewPager$com.xlythe.calculator.material.view.PageTransformer1
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.DisplayOverlay$android.view.ViewTreeObserver$OnGlobalLayoutListener2
false,true,false,false,false,false,false,com.xlythe.calculator.material.view.DisplayOverlay$TranslateState
true,false,false,false,false,false,false,com.xlythe.calculator.material.view.DisplayOverlay$TemplateHolder
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.DisplayOverlay$GraphExpansionAnimator
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.DisplayOverlay$DisplayAnimator
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.DisplayOverlay$android.animation.ValueAnimator$AnimatorUpdateListenerComplexAnimator
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.DisplayOverlay$ComplexAnimator
false,true,false,false,false,false,false,com.xlythe.calculator.material.view.EqualsImageButton$State
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.FormattedNumberEditText$MutableInteger
true,false,false,false,false,false,true,com.xlythe.calculator.material.view.GraphView$Graph
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.HistoryLine$MenuHandler
true,false,false,false,false,false,true,com.xlythe.calculator.material.view.MatrixComponent$MatrixSpannable
false,false,false,false,false,false,true,com.xlythe.calculator.material.view.NumberEditText$KeyListener
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$android.view.View.OnKeyListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.view.floating.AnimationFinishedListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.calculator.material.HistoryAdapter$OnItemClickListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.calculator.material.HistoryAdapter$OnItemLongClickListener4
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.math.History$Observer5
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$android.support.v7.widget.helper.ItemTouchHelper$SimpleCallback6
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.view.floating.AnimationFinishedListener7
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.view.floating.AnimationFinishedListener11
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$android.animation.ValueAnimator.AnimatorUpdateListener12
false,false,false,false,false,false,true,com.xlythe.calculator.material.BasicCalculator$com.xlythe.view.floating.AnimationFinishedListener13
false,true,false,false,false,false,false,com.xlythe.calculator.material.BasicCalculator$CalculatorState
true,false,false,false,false,false,true,com.xlythe.calculator.material.GraphController$java.util.LinkedHashMap1
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphController$android.view.ViewTreeObserver$OnGlobalLayoutListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphController$java.lang.Runnable3
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphController$com.xlythe.math.GraphModule.OnGraphUpdatedListener4
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphingCalculator$com.xlythe.calculator.material.view.GraphView$OnCenterListener1
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphingCalculator$android.view.ViewTreeObserver$OnGlobalLayoutListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphingCalculator$android.widget.ArrayAdapter3
false,false,false,false,false,false,true,com.xlythe.calculator.material.GraphingCalculator$android.view.ViewTreeObserver$OnGlobalLayoutListener6
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$com.xlythe.calculator.material.CalculatorExpressionEvaluator$EvaluateCallback1
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$android.widget.PopupMenu$OnMenuItemClickListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$android.view.View$OnClickListener2
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$android.widget.PopupMenu$OnMenuItemClickListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$android.view.View$OnClickListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.HexCalculator$android.text.style.ClickableSpan4
true,false,false,false,false,false,false,com.xlythe.calculator.material.HexCalculator$Detail
true,false,false,false,false,false,true,com.xlythe.calculator.material.HistoryAdapter$ViewHolder
false,false,false,false,false,false,true,com.xlythe.calculator.material.PanelSwitchingCalculator$android.view.ViewTreeObserver$OnGlobalLayoutListener1
false,false,false,false,false,false,true,com.xlythe.calculator.material.PanelSwitchingCalculator$com.xlythe.view.floating.AnimationFinishedListener3
false,false,false,false,false,false,true,com.xlythe.calculator.material.PanelSwitchingCalculator$com.xlythe.view.floating.AnimationFinishedListener4
