is_static,is_enum,uses_variables,call_method,is_interface,is_local_class,full_name,is_code_smell
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaItemFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaItemFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.FollowRow$1,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.FollowRow$ClickListener,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$10,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGallerySettingsFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$11,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$12,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$13,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$14,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentDetailFragment$15,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$8,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$7,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$QuickVideoMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderTagActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsCommentsFragment$CustomCursorAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.service.StatsService$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$LoadCommentsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$7$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderReblogAdapter$SimpleAccountList,true
False,False,False,False,False,False,org.wordpress.android.ui.PullToRefreshHelper$2,true
False,False,False,False,False,False,org.wordpress.android.ui.PullToRefreshHelper$1,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsListFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$StatsMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTopAuthorsFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTopPostsAndPagesFragment$CustomCursorAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderUserListActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderUserListActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.actions.ReaderPostActions$7$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.service.AbsStatsTask$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.service.AbsStatsTask$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$8,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostListFragment$9,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$deletePostTask,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostContentFragment$processAttachmentsTask,true
False,False,False,False,False,False,org.wordpress.android.widgets.WPNetworkImageView$1,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.CreateUserAndBlog$ResponseHandler,true
False,False,False,False,False,False,org.wordpress.android.widgets.WPNetworkImageView$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.AddCategoryActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.AddCategoryActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderCommentAdapter$2,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$ViewSiteMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$CommentsMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$ActionModeCallback,true
False,False,False,False,False,False,org.wordpress.android.widgets.photoview.VersionedGestureDetector$FroyoDetector$1,true
False,False,False,False,False,False,org.wordpress.android.widgets.photoview.PhotoViewAttacher$AnimatedZoomRunnable,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$13,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$12,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$11,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$10,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$16,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$15,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsListFragment$ListScrollListener,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$14,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsSearchEngineTermsFragment$CustomCursorAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$LoadPostsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$PagesMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTopPostsAndPagesFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVideoFragment$CustomCursorAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeDetailsFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeTabFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeTabFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeDetailsFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeDetailsFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeTabFragment$1,true
False,False,False,False,False,False,org.wordpress.android.WordPress$PushNotificationsBackendMonitor,true
False,False,False,False,False,False,org.wordpress.android.ui.themes.ThemeBrowserActivity$ThemePagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.models.CategoryNode$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$NoteProvider,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$2$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderReblogActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderReblogActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderReblogActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderReblogActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderReblogActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.actions.ReaderPostActions$12$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.actions.ReaderPostActions$12$1,true
False,False,False,False,False,False,org.wordpress.android.ui.ShareIntentReceiverActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$6$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$8,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$9,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsClicksFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTotalsFollowersAndSharesFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTotalsFollowersAndSharesFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaAddFragment$DownloadMediaTask,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGalleryActivity$1,true
False,False,False,False,False,False,org.wordpress.android.util.PostUploadService$UploadPostTask,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.EditCommentActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.EditCommentActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.EditCommentActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$QuickPhotoMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$5,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$6,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$3,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderPostAdapter$4,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVideoFragment$VideoSummaryFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$NotificationsMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentAdapter$CommentHolder,true
False,False,False,False,False,False,org.wordpress.android.util.DrawableManager$2,true
False,False,False,False,False,False,org.wordpress.android.util.DrawableManager$1,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.FollowListener$FollowResponseHandler,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderActionBarTagAdapter$LoadTagsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$PostsMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsCommentsFragment$CommentsSummaryFragment$1,true
False,False,False,False,False,False,org.wordpress.android.GCMIntentService$1,true
False,False,False,False,False,False,org.wordpress.android.ui.AddQuickPressShortcutActivity$HomeListAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewAccountAbstractPageFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.HorizontalTabView$Tab,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostActivity$SectionsPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditLinkActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditLinkActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditLinkActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$10,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.SelectCategoriesActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.ViewSiteActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$MediaMenuItem,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$LoadTagsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsReferrersFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.AuthenticatedWebViewActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$1$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsActivity$VerifyJetpackSettingsCallback,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGalleryEditFragment$OrderedCursor,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$7,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$8,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaBrowserActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaBrowserActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaBrowserActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaBrowserActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaBrowserActivity$2,true
False,False,False,False,False,False,org.wordpress.android.util.MediaDeleteService$2,true
False,False,False,False,False,False,org.wordpress.android.util.MediaDeleteService$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderTagAdapter$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$8,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$9,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsCursorTreeFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsCursorTreeFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentAdapter$LoadCommentsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostSettingsFragment$GetAddressTask,true
False,False,False,False,False,False,org.wordpress.android.util.MediaUploadService$1,true
False,False,False,False,False,False,org.wordpress.android.util.MediaUploadService$3,true
False,False,False,False,False,False,org.wordpress.android.util.MediaUploadService$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostContentFragment$DownloadMediaTask,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$ThemesMenuItem,true
False,False,False,False,False,False,org.wordpress.android.util.LocationHelper$GetLastLocation,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$5$1,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$UpdateCommentsTask,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPhotoViewerActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.actions.ReaderTagActions$5$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$RefreshBlogContentCallback,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsGeoviewsFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVisitorsAndViewsFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVisitorsAndViewsFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$8,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$7,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.WPActionBarActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$2,true
False,False,False,False,False,False,org.wordpress.android.util.LocationHelper$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$1,true
False,False,False,False,False,False,org.wordpress.android.util.LocationHelper$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$8,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$7,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentActions$8$1,true
False,False,False,False,False,False,org.wordpress.android.ui.PullToRefreshHeaderTransformer$AnimationCallback,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.WPComLoginActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.WPComLoginActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsBarGraph$1,true
False,False,False,False,False,False,org.wordpress.android.ui.AddQuickPressShortcutActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.AddQuickPressShortcutActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsActivity$9,true
False,False,False,False,False,False,org.wordpress.android.ui.AddQuickPressShortcutActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.adapters.PostsListAdapter$PostViewWrapper,true
False,False,False,False,False,False,org.wordpress.android.ui.comments.CommentsListFragment$10,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsReferrersFragment$CustomAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$ShowPostTask,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NuxHelpActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NuxHelpActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NuxHelpActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsClicksFragment$CustomAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$9,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$8,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsVideoFragment$CustomPagerAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderPostDetailFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.DetailHeader$1,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.DetailHeader$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderUserListActivity$LoadUsersTask,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$NotesResponseHandler,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.actions.ReaderCommentActions$3$1,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.WelcomeFragmentSignIn$SetupBlogTask,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewUserPageFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.ReaderActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$8,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$7,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$6,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$5,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$4,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$3,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.PostsListFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridAdapter$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridAdapter$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridAdapter$4,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGridAdapter$3,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$9,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$8,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$7,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$6,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$5,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$4,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$3,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NUXDialogFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NUXDialogFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.NotificationsActivity$1,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsTopAuthorsFragment$CustomCursorAdapter,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderUserAdapter$3,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderUserAdapter$2,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderUserAdapter$1,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.ManageBlogsActivity$SetupBlogTask,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.NewAccountAbstractPageFragment$ErrorListener,true
False,False,False,False,False,False,org.wordpress.android.widgets.photoview.PhotoViewAttacher$FlingRunnable,true
False,False,False,False,False,False,org.wordpress.android.ui.accounts.ManageBlogsActivity$1,true
False,False,False,False,False,False,org.wordpress.android.networking.OAuthAuthenticator$1,true
False,False,False,False,False,False,org.wordpress.android.networking.OAuthAuthenticator$2,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$12,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$10,true
False,False,False,False,False,False,org.wordpress.android.ui.prefs.PreferencesActivity$11,true
False,False,False,False,False,False,org.wordpress.android.util.AuthErrorDialogFragment$3,true
False,False,False,False,False,False,org.wordpress.android.util.AuthErrorDialogFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaEditFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaEditFragment$3,true
False,False,False,False,False,False,org.wordpress.android.util.AuthErrorDialogFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaEditFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.reader.adapters.ReaderReblogAdapter$SimpleAccountItem,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGalleryPickerActivity$2,true
False,False,False,False,False,False,org.wordpress.android.ui.media.MediaGalleryPickerActivity$1,true
False,False,False,False,False,False,org.wordpress.android.util.WPAlertDialogFragment$1,true
False,False,False,False,False,False,org.wordpress.android.util.WPAlertDialogFragment$2,true
False,False,False,False,False,False,org.wordpress.android.ui.stats.StatsBarGraphFragment$BarGraphContentObserver,true
False,False,False,False,False,False,org.wordpress.android.ui.notifications.BigBadgeFragment$1,true
False,False,False,False,False,False,org.wordpress.android.ui.posts.EditPostContentFragment$16,true
