is_static,is_enum,uses_variables,call_method,is_interface,is_local_class,full_name,is_code_smell
False,False,False,False,False,False,com.amaze.filemanager.activities.DbViewer$2,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$3,true
False,False,False,False,False,False,com.amaze.filemanager.activities.DbViewer$1,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$2,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$5,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$4,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$7,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$6,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.Recycleradapter$8,true
False,False,False,False,False,False,com.amaze.filemanager.services.CopyService$Doback,true
False,False,False,False,False,False,com.amaze.filemanager.utils.share.ShareAdapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.ZipAdapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.ZipAdapter$3,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.ZipAdapter$2,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.Main$10,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.Main$11,true
False,False,False,False,False,False,com.amaze.filemanager.services.asynctasks.RarHelperTask$FileListSorter,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$3,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$2,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$5,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$4,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ZipViewer$6,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ProcessViewer$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ProcessViewer$3,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.ProcessViewer$2,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.AppsList$LoadListTask,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$12,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$13,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$14,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$15,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$10,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$11,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$16,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$17,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$18,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$19,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$8,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$9,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$4,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$5,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$6,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$7,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$1,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$2,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$3,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$23,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$24,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$25,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$26,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$20,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$21,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$22,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$27,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$28,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$29,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$34,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$35,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$36,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$37,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$30,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$31,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$32,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$33,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$38,true
False,False,False,False,False,False,com.amaze.filemanager.services.ExtractService$Doback,true
False,False,False,False,False,False,com.amaze.filemanager.activities.TextReader$4,true
False,False,False,False,False,False,com.amaze.filemanager.activities.TextReader$3,true
False,False,False,False,False,False,com.amaze.filemanager.activities.TextReader$2,true
False,False,False,False,False,False,com.amaze.filemanager.activities.TextReader$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.ColorPref$ColorAdapter,true
False,False,False,False,False,False,com.amaze.filemanager.utils.SmbStreamer.StreamServer$Response,true
False,False,False,False,False,False,com.amaze.filemanager.services.CopyService$1,true
False,False,False,False,False,False,com.amaze.filemanager.utils.SmbStreamer.StreamServer$HTTPSession,true
False,False,False,False,False,False,com.amaze.filemanager.ui.icons.IconHolder$WorkerHandler,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.AppsList$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.AppsList$2,true
False,False,False,False,False,False,com.amaze.filemanager.services.ZipTask$zip,true
False,False,False,False,False,False,com.amaze.filemanager.services.CopyService$copy,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.AppsAdapter$ViewHolder,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.DrawerAdapter$2,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.DrawerAdapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.ColorPref$1,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$16,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$15,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$14,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$13,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$12,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$11,true
False,False,False,False,False,False,com.amaze.filemanager.utils.Futils$10,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.ColorPref$2,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.HiddenAdapter$ViewHolder,true
False,False,False,False,False,False,com.amaze.filemanager.services.ZipTask$Doback,true
False,False,False,False,False,False,com.amaze.filemanager.services.asynctasks.ZipHelperTask$FileListSorter,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$11,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$10,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$13,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$12,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.TabSpinnerAdapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$1,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$2,true
False,False,False,False,False,False,com.amaze.filemanager.services.ExtractService$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$5,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$6,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$3,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$4,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$9,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$7,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$8,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$1,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.preference_fragments.Preffrag$2,true
False,False,False,False,False,False,com.amaze.filemanager.services.asynctasks.GenerateMD5Task$2,true
False,False,False,False,False,False,com.amaze.filemanager.services.asynctasks.GenerateMD5Task$1,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$5,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$6,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$3,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$4,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$9,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$7,true
False,False,False,False,False,False,com.amaze.filemanager.activities.MainActivity$8,true
False,False,False,False,False,False,com.amaze.filemanager.services.ZipTask$1,true
False,False,False,False,False,False,com.amaze.filemanager.ui.icons.IconHolder$1,true
False,False,False,False,False,False,com.amaze.filemanager.ui.icons.IconHolder$2,true
False,False,False,False,False,False,com.amaze.filemanager.fragments.TabFragment$ScreenSlidePagerAdapter,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.HiddenAdapter$1,true
False,False,False,False,False,False,com.amaze.filemanager.adapters.HiddenAdapter$2,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$4,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$3,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$6,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$5,true
False,False,False,False,False,False,com.androidemu.nes.CheatsActivity$1,true
False,False,False,False,False,False,com.androidemu.nes.NetPlayService$TCPServerThread,true
False,False,False,False,False,False,com.androidemu.nes.NetPlayService$NetThread,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$2,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$1,true
False,False,False,False,False,False,com.androidemu.nes.DeviceListActivity$1,true
False,False,False,False,False,False,com.androidemu.nes.DeviceListActivity$3,true
False,False,False,False,False,False,com.androidemu.nes.DeviceListActivity$2,true
False,False,False,False,False,False,com.androidemu.Emulator$1,true
False,False,False,False,False,False,com.androidemu.nes.EmulatorActivity$NetWaitDialog,true
False,False,False,False,False,False,com.androidemu.Cheats$Item,true
False,False,False,False,False,False,com.androidemu.nes.NetPlayService$BluetoothClientThread,true
False,False,False,False,False,False,com.androidemu.nes.KeyProfilesActivity$2,true
False,False,False,False,False,False,com.androidemu.nes.KeyProfilesActivity$1,true
False,False,False,False,False,False,com.androidemu.nes.StateSlotsActivity$SaveSlotAdapter,true
False,False,False,False,False,False,com.androidemu.nes.NetPlayService$TCPClientThread,true
False,False,False,False,False,False,com.androidemu.nes.NetPlayService$BluetoothServerThread,true
False,False,False,False,False,False,com.androidemu.nes.MainActivity$1,true
False,False,False,False,False,False,com.androidemu.nes.HelpActivity$1,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$2,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$1,true
False,False,False,False,False,False,anupam.acrylic.Splash$1,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$6,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$5,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$4,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$3,true
False,False,False,False,False,False,anupam.acrylic.EasyPaint$MyView,true
False,False,False,False,False,False,anupam.acrylic.ColorPickerDialog$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogPlaylistContent$1,true
False,False,False,False,False,False,org.bottiger.podcast.utils.PaletteHelper$1$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogPlaylistContent$4,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogPlaylistContent$5,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogPlaylistContent$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogPlaylistContent$3,true
False,False,False,False,False,False,org.bottiger.podcast.Player.LegacyRemoteController$1,true
False,False,False,False,False,False,org.bottiger.podcast.utils.FragmentUtils$1,true
False,False,False,False,False,False,org.bottiger.podcast.FragmentContainerActivity$2,true
False,False,False,False,False,False,org.bottiger.podcast.FragmentContainerActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.Player.SoundWavesPlayer$3,true
False,False,False,False,False,False,org.bottiger.podcast.Player.SoundWavesPlayer$4,true
False,False,False,False,False,False,org.bottiger.podcast.Player.SoundWavesPlayer$1,true
False,False,False,False,False,False,org.bottiger.podcast.Player.SoundWavesPlayer$2,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.PlaylistAdapter$2,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.PlaylistAdapter$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogSearchDirectory$1,true
False,False,False,False,False,False,org.bottiger.podcast.ToolbarActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.ToolbarPreference$1,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.SubscriptionGridCursorAdapter$1,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.SubscriptionGridCursorAdapter$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.FeedViewQueueButton$1,true
False,False,False,False,False,False,org.bottiger.podcast.provider.Subscription$1,true
False,False,False,False,False,False,org.bottiger.podcast.service.Downloader.SubscriptionRefreshManager$1,true
False,False,False,False,False,False,org.bottiger.podcast.service.Downloader.SubscriptionRefreshManager$2,true
False,False,False,False,False,False,org.bottiger.podcast.playlist.GenericSubscriptionLoader$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.PlayerSeekbar$1,true
False,False,False,False,False,False,org.bottiger.podcast.Player.PlayerStateManager$1,true
False,False,False,False,False,False,org.bottiger.podcast.service.Downloader.engines.OkHttpDownloader$1,true
False,False,False,False,False,False,org.bottiger.podcast.SubscriptionsFragment$3,true
False,False,False,False,False,False,org.bottiger.podcast.SubscriptionsFragment$2,true
False,False,False,False,False,False,org.bottiger.podcast.SubscriptionsFragment$1,true
False,False,False,False,False,False,org.bottiger.podcast.SubscriptionsFragment$4,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$4,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$3,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$2,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$7,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$6,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$5,true
False,False,False,False,False,False,org.bottiger.podcast.PodcastSubscriberActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.utils.OPMLImportExport$1,true
False,False,False,False,False,False,org.bottiger.podcast.playlist.ReorderCursor$1,true
False,False,False,False,False,False,org.bottiger.podcast.playlist.GenericCursorLoader$1,true
False,False,False,False,False,False,org.bottiger.podcast.playlist.GenericCursorLoader$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.DownloadButtonView$1,true
False,False,False,False,False,False,org.bottiger.podcast.fetcher.StreamDownloader$1,true
False,False,False,False,False,False,org.bottiger.podcast.MainActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogOPML$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogOPML$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogOPML$3,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogOPML$4,true
False,False,False,False,False,False,org.bottiger.podcast.SettingsActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.utils.navdrawer.NavigationDrawerMenuGenerator$2,true
False,False,False,False,False,False,org.bottiger.podcast.utils.navdrawer.NavigationDrawerMenuGenerator$1,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$3,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$2,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$1,true
False,False,False,False,False,False,org.bottiger.podcast.DiscoveryFeedActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.service.PlayerService$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$3,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$4,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$5,true
False,False,False,False,False,False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$6,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$3,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$5,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$4,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$1,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$2,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$3,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$4,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$5,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$6,true
False,False,False,False,False,False,org.bottiger.podcast.DrawerActivity$7,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$7,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$6,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$9,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$8,true
False,False,False,False,False,False,org.bottiger.podcast.FeedActivity$analyzeWhitenessOfPhotoPostProcessor$1,true
False,False,False,False,False,False,org.bottiger.podcast.adapters.AbstractPodcastAdapter$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$3,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$4,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$5,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$6,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$1,true
False,False,False,False,False,False,org.bottiger.podcast.utils.navdrawer.NavItem$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$2,true
False,False,False,False,False,False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$3,true
False,False,False,False,False,False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$4,true
False,False,False,False,False,False,org.bottiger.podcast.DiscoveryFragment$3,true
False,False,False,False,False,False,org.bottiger.podcast.DiscoveryFragment$2,true
False,False,False,False,False,False,org.bottiger.podcast.DiscoveryFragment$4,true
False,False,False,False,False,False,org.bottiger.podcast.DiscoveryFragment$1,true
False,False,False,False,False,False,org.bottiger.podcast.receiver.PodcastUpdateReceiver$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.TintedFramelayout$1,true
False,False,False,False,False,False,org.bottiger.podcast.service.HTTPDService$1,true
False,False,False,False,False,False,org.bottiger.podcast.views.MultiSpinner$1,true
False,False,False,False,False,False,org.bottiger.podcast.notification.NotificationPlayer$1,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$1,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$2,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$3,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$4,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$5,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$6,true
False,False,False,False,False,False,org.bottiger.podcast.PlaylistFragment$7,true
False,False,False,False,False,False,org.mariotaku.twidere.activity.support.UserListSelectorActivity$GetUserListsTask$1,true
False,False,False,False,False,False,org.mariotaku.twidere.view.StatusTextView$SafeEditableFactory,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateSavedSearchTask,true
False,False,False,False,False,False,org.mariotaku.twidere.preference.SeekBarDialogPreference$1,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyMuteTask,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$1,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$2,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$3,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$4,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$5,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$6,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$7,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$8,true
False,False,False,False,False,False,org.mariotaku.twidere.activity.TwitterLinkHandlerActivity$TwitterLinkException,true
False,False,False,False,False,False,org.mariotaku.twidere.nyan.NyanWallpaperService$NyanWallpaperEngine,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateUserListTask,true
False,False,False,False,False,False,org.mariotaku.twidere.util.TwidereActionModeForChildListener$ActionModeCallbackWrapper,true
False,False,False,False,False,False,org.mariotaku.twidere.activity.SettingsActivity$1,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.QuickMenuFragment$1,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.ColorPickerDialogFragment$1,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetStatusesTask,true
False,False,False,False,False,False,org.mariotaku.twidere.util.net.OkHttpRestClient$OkHttpQueuedRequest$1,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DenyFriendshipTask,true
False,False,False,False,False,False,org.mariotaku.twidere.activity.support.LinkHandlerActivity$2,true
False,False,False,False,False,False,org.mariotaku.twidere.adapter.MessageEntriesAdapter$1,true
False,False,False,False,False,False,org.mariotaku.twidere.activity.support.LinkHandlerActivity$1,true
False,False,False,False,False,False,org.mariotaku.twidere.fragment.support.ParcelableStatusesFragment$ParcelableStatusesBusCallback,true
False,False,False,False,False,False,org.mariotaku.twidere.api.twitter.auth.OAuthAuthorization$1,true
False,False,False,False,False,False,org.mariotaku.twidere.service.StreamingService$1,true
False,False,False,False,False,False,org.mariotaku.twidere.service.StreamingService$2,true
False,False,False,False,False,False,org.mariotaku.twidere.preference.NetworkUsageSummaryPreferences$1,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetLocalTrendsTask,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetTrendsTask,true
False,False,False,False,False,False,org.mariotaku.twidere.service.BackgroundOperationService$1,true
False,False,False,False,False,False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateFriendshipTask,true
False,False,False,False,False,False,org.mariotaku.twidere.service.BackgroundOperationService$4,true
False,False,False,False,False,False,org.mariotaku.twidere.service.BackgroundOperationService$5,true
False,False,False,False,False,False,org.mariotaku.twidere.service.BackgroundOperationService$2,true
